Date,Particulars,Vch Type,Vch No.,Debit Amount,Credit Amount
,Cash,,,9000.00 Dr,
26-12-2025,Khandelwal Kirana  Store - Nindar,Receipt,1064,,9000
,Cash,,,9000.00 Dr,
26-12-2025,M M Trading Company - Khejroli,Receipt,1065,,9500
,Cash,,,9500.00 Dr,
26-12-2025,Shri Shyam Baat Bhandar (Bad Ke Bala Ji ),Sales,3106/25-26,13458,
,Sales Account,,,,13458.00 Cr
26-12-2025,Ishwar and Company Surajpool,Sales,3107/25-26,78750,
,Sales Account,,,,78750.00 Cr
26-12-2025,Jhutha Ramji Khejroli,Sales,3108/25-26,69000,
,Sales Account,,,,69000.00 Cr
26-12-2025,SHRI BALAJI ENTERPRISES-TIGARIYA,Sales,3109/25-26,63884,
,Sales Account,,,,63884.00 Cr
26-12-2025,Ashwani Enterprises Baran  Rajasthan,Purchase,243,,444432
,Purchase Account,,,444432.00 Dr,
27-12-2025,Wages Expenses A/C,Payment,1012,7550,
,Cash,,,,7550.00 Cr
27-12-2025,Fright Exp,Payment,1013,1378,
,Cash,,,,1378.00 Cr
27-12-2025,Printing & Stationary,Payment,1014,2250,
,Cash,,,,2250.00 Cr
27-12-2025,Ishwar and Company Surajpool,Receipt,1066,,94500
,Ishwar and Company Surajpool,,,,78750.00 Cr
,Ishwar and Company Surajpool,,,,7840.00 Cr
,HDFC Bank,,,181090.00 Dr,
27-12-2025,Maa Karni Baat Bhander Sodala,Receipt,1067,,9000
,Cash,,,9000.00 Dr,
27-12-2025,Khandelwal Kirana  Store - Nindar,Receipt,1068,,1020
,Cash,,,1020.00 Dr,
27-12-2025,M M Trading Company - Khejroli,Receipt,1069,,9500
,Cash,,,9500.00 Dr,
27-12-2025,Discount Given,Journal,22,300,
,Khandelwal Kirana  Store - Nindar,,,,300.00 Cr
27-12-2025,Maa Karni Baat Bhander Sodala,Sales,3110/25-26,21630,
,Sales Account,,,,21630.00 Cr
27-12-2025,Shyam Ji Yadav,Sales,3111/25-26,23500,
,Sales Account,,,,23500.00 Cr
27-12-2025,Prakash Enterprises - Phulera,Sales,3112/25-26,76845,
,Sales Account,,,,76845.00 Cr
28-12-2025,M M Trading Company - Khejroli,Receipt,1070,,1000
,Cash,,,1000.00 Dr,
28-12-2025,Murlidhar Ji Yadav- Khejroli,Receipt,1071,,5000
,Cash,,,5000.00 Dr,
28-12-2025,Tarachand Ji -Yadav Khejroli,Sales,3113/25-26,44900,
,Sales Account,,,,44900.00 Cr
28-12-2025,Lavik Traders,Sales,3114/25-26,71583,
,Sales Account,,,,71583.00 Cr
28-12-2025,BHAGTHALI TRADING CO.,Purchase,244,,218410
,Purchase Account,,,218410.00 Dr,
29-12-2025,Tour & Travel,Payment,1015,2500,
,Cash,,,,2500.00 Cr
29-12-2025,Wages Expenses A/C,Payment,1016,7600,
,Cash,,,,7600.00 Cr
29-12-2025,Shri Shyam Pulses Pvt  Ltd Rd No 15,Payment,1017,44118,
,HDFC Bank,,,,44118.00 Cr
29-12-2025,Ashwani Enterprises Baran  Rajasthan,Payment,1018,442424,
,HDFC Bank,,,,442424.00 Cr
29-12-2025,Ashwani Enterprises Baran  Rajasthan,Payment,1019,463473,
,HDFC Bank,,,,463473.00 Cr
29-12-2025,Maa Karni Baat Bhander Sodala,Receipt,1072,,3630
,Cash,,,3630.00 Dr,
29-12-2025,Love General Stor    Tunga,Receipt,1073,,10000
,HDFC Bank,,,10000.00 Dr,
29-12-2025,Abhishek Treding Company  Fathenegar,Receipt,1074,,237000
,HDFC Bank,,,237000.00 Dr,
29-12-2025,Murlidhar Ji Yadav- Khejroli,Receipt,1075,,5000
,Cash,,,5000.00 Dr,
29-12-2025,Discount Given,Journal,23,400,
,Abhishek Treding Company  Fathenegar,,,,400.00 Cr
29-12-2025,Ganesh Pashuahar Chaksu,Sales,3115/25-26,67129,
,Sales Account,,,,67129.00 Cr
29-12-2025,Ganesh Pashuahar Chaksu,Sales,3116/25-26,70425,
,Sales Account,,,,70425.00 Cr
29-12-2025,Nandkishor Omperkash Kukerkheda,Sales,3117/25-26,53708,
,Sales Account,,,,53708.00 Cr
29-12-2025,Shri Mahaveer Treding Company Rayla,Sales,3118/25-26,88857,
,Sales Account,,,,88857.00 Cr
29-12-2025,Giriraj Trading Company - Alwar,Sales,3119/25-26,78000,
,Sales Account,,,,78000.00 Cr
30-12-2025,Car Loan - Hyrider,Payment,1020,48357,
,Punjab National Bank - New,,,,48357.00 Cr
30-12-2025,Machinery Reparing,Payment,1021,31500,
,Punjab National Bank - New,,,,31500.00 Cr
30-12-2025,Wages Expenses A/C,Payment,1022,7650,
,Cash,,,,7650.00 Cr
30-12-2025,Office Expenses,Payment,1023,2650,
,Cash,,,,2650.00 Cr
30-12-2025,BUSINESS PROMOTION EXPENSES,Payment,1024,33018,
,HDFC Bank,,,,33018.00 Cr
30-12-2025,Shyam Ji Yadav,Receipt,1076,,9500
,Cash,,,9500.00 Dr,
30-12-2025,Shiv Shakti Saras Dairy - Dhanota,Receipt,1077,,4000
,HDFC Bank,,,4000.00 Dr,
30-12-2025,G.K.N - Industries,Receipt,1078,,44330
,HDFC Bank,,,44330.00 Dr,
30-12-2025,Arihant  Kumar Rahul Kumar  Medta Seety - S,Receipt,1079,,113114
,HDFC Bank,,,113114.00 Dr,
30-12-2025,Vishnu Dairy Lalchandpura,Receipt,1080,,9000
,Cash,,,9000.00 Dr,
30-12-2025,Rakesh Kirana Store - Khejroli,Receipt,1081,,9000
,Cash,,,9000.00 Dr,
30-12-2025,M M Trading Company - Khejroli,Receipt,1082,,9500
,Cash,,,9500.00 Dr,
30-12-2025,Ishwar and Company Surajpool,Sales,3120/25-26,23625,
,Sales Account,,,,23625.00 Cr
31-12-2025,Wages Expenses A/C,Payment,1025,7600,
,Cash,,,,7600.00 Cr
31-12-2025,Convence Expensece,Payment,1026,2150,
,Cash,,,,2150.00 Cr
31-12-2025,Shyam Ji Yadav,Receipt,1083,,9500
,Cash,,,9500.00 Dr,
31-12-2025,Rakesh Kirana Store - Khejroli,Receipt,1084,,9000
,Cash,,,9000.00 Dr,
31-12-2025,M M Trading Company - Khejroli,Receipt,1085,,9500
,Cash,,,9500.00 Dr,
31-12-2025,Babulal Ji Yadav - Mahaswas,Receipt,1086,,86250
,HDFC Bank,,,86250.00 Dr,
31-12-2025,Jain & Brothers - Muhana Mandi,Receipt,1087,,62717
,HDFC Bank,,,62717.00 Dr,
31-12-2025,Lavik Traders,Receipt,1088,,62937
,HDFC Bank,,,62937.00 Dr,
31-12-2025,Vishnu Dairy Lalchandpura,Receipt,1089,,3647
,Cash,,,3647.00 Dr,
31-12-2025,Uttam Agencies Sambriya,Receipt,1090,,51020
,Punjab National Bank - New,,,51020.00 Dr,
31-12-2025,Babulal Ji Yadav - Mahaswas,Sales,3121/25-26,79800,
,Sales Account,,,,79800.00 Cr
31-12-2025,Shri Ram Cattle Feed  Industrises Jaitpura,Purchase,245,,80636
,Purchase Account,,,80636.00 Dr,
31-12-2025,S M Sales Corporation  Jaipur,Purchase,246,,2170
,Purchase Account,,,2170.00 Dr,
31-12-2025,Vetkind Animal Health India,Purchase,247,,24000
,Purchase Account,,,24000.00 Dr,
31-12-2025,Vetkind Animal Health India,Purchase,248,,74925
,Purchase Account,,,74925.00 Dr,
01-01-2026,Wages Expenses A/C,Payment,1027,7600,
,Cash,,,,7600.00 Cr
01-01-2026,Convence Expensece,Payment,1028,4611,
,Cash,,,,4611.00 Cr
01-01-2026,Shyam Ji Yadav,Receipt,1091,,9500
,Cash,,,9500.00 Dr,
01-01-2026,M M Trading Company - Khejroli,Receipt,1092,,9500
,Cash,,,9500.00 Dr,
01-01-2026,Shri Shyam Baat Bhandar (Bad Ke Bala Ji ),Receipt,1093,,13458
,HDFC Bank,,,13458.00 Dr,
01-01-2026,Shri Vaibhav Metacast Pvt Ltd Unit,Receipt,1094,,71360
,HDFC Bank,,,71360.00 Dr,
01-01-2026,Ramnarayan Ji Yadev  Dhanota,Receipt,1095,,58750
,HDFC Bank,,,58750.00 Dr,
01-01-2026,Vishnu Dairy Lalchandpura,Receipt,1096,,9500
,Cash,,,9500.00 Dr,
01-01-2026,Rakesh Kirana Store - Khejroli,Receipt,1097,,8000
,Cash,,,8000.00 Dr,
01-01-2026,M Choudhry Trading Company - Jalpali,Receipt,1098,,59700
,HDFC Bank,,,59700.00 Dr,
01-01-2026,Shri Shyam Baat Bhandar (Bad Ke Bala Ji ),Sales,3122/25-26,18148,
,Sales Account,,,,18148.00 Cr
01-01-2026,Jain & Brothers - Muhana Mandi,Sales,3123/25-26,65984,
,Sales Account,,,,65984.00 Cr
01-01-2026,JAGMOHAN  SATISH KUMAR  MAHUWA,Sales,3124/25-26,87627,
,Sales Account,,,,87627.00 Cr
01-01-2026,Arihant  Kumar Rahul Kumar  Medta Seety - S,Sales,3125/25-26,118207,
,Sales Account,,,,118207.00 Cr
01-01-2026,Mohit Trading Company - Baran,Purchase,249,,541373
,Purchase Account,,,541373.00 Dr,
01-01-2026,Sehri Agro Oils Pvt Ltd  Kukar Kheda Mandi,Purchase,250,,32800
,Purchase Account,,,32800.00 Dr,
01-01-2026,S M Sales Corporation  Jaipur,Purchase,251,,24872
,Purchase Account,,,24872.00 Dr,
02-01-2026,Shri Ram Cattle Feed  Industrises Jaitpura,Payment,1029,80636,
,HDFC Bank,,,,80636.00 Cr
02-01-2026,BHAGTHALI TRADING CO.,Payment,1030,218410,
,HDFC Bank,,,,218410.00 Cr
02-01-2026,Ashwani Enterprises Baran  Rajasthan,Payment,1031,4040,
,HDFC Bank,,,,4040.00 Cr
02-01-2026,Wages Expenses A/C,Payment,1032,7650,
,Cash,,,,7650.00 Cr
02-01-2026,Convence Expensece,Payment,1033,2900,
,Cash,,,,2900.00 Cr
02-01-2026,Satyenarayan Kunj Bihari  Ude,Receipt,1099,,28400
,HDFC Bank,,,28400.00 Dr,
02-01-2026,Harsit Kotari,Receipt,1100,,200000
,HDFC Bank,,,200000.00 Dr,
02-01-2026,Maa Karni Baat Bhander Sodala,Receipt,1101,,9000
,Cash,,,9000.00 Dr,
02-01-2026,Vishnu Dairy Lalchandpura,Receipt,1102,,9500
,Cash,,,9500.00 Dr,
02-01-2026,Shyam Ji Yadav,Receipt,1103,,9500
,Cash,,,9500.00 Dr,
02-01-2026,Manish Trandig Company,Receipt,1104,,9000
,Cash,,,9000.00 Dr,
02-01-2026,Ishwar and Company Surajpool,Receipt,1105,,78750
,HDFC Bank,,,78750.00 Dr,
02-01-2026,Murlidhar Ji Yadav- Khejroli,Sales,3126/25-26,57500,
,Sales Account,,,,57500.00 Cr
02-01-2026,Rakesh Kirana Store - Khejroli,Sales,3127/25-26,28445,
,Sales Account,,,,28445.00 Cr
02-01-2026,M Choudhry Trading Company - Jalpali,Sales,3128/25-26,59600,
,Sales Account,,,,59600.00 Cr
02-01-2026,Jain & Brothers - Muhana Mandi,Sales,3129/25-26,62717,
,Sales Account,,,,62717.00 Cr
02-01-2026,Subhash Industries Jaipur,Purchase,252,,32022
,Purchase Account,,,32022.00 Dr,
03-01-2026,DILIP UDYOUG,Payment,1034,40986,
,HDFC Bank,,,,40986.00 Cr
03-01-2026,Wages Expenses A/C,Payment,1035,7500,
,Cash,,,,7500.00 Cr
03-01-2026,Tour & Travel,Payment,1036,2050,
,Cash,,,,2050.00 Cr
03-01-2026,M M Trading Company - Khejroli,Receipt,1106,,9500
,Cash,,,9500.00 Dr,
03-01-2026,Shri Shyam Baat Bhandar (Bad Ke Bala Ji ),Receipt,1107,,18148
,HDFC Bank,,,18148.00 Dr,
03-01-2026,Choudhary Pashu Aahar  Parbatsar,Receipt,1108,,61590
,HDFC Bank,,,61590.00 Dr,
03-01-2026,Maa Karni Baat Bhander Sodala,Receipt,1109,,6500
,Cash,,,6500.00 Dr,
03-01-2026,Vishnu Dairy Lalchandpura,Receipt,1110,,9500
,Cash,,,9500.00 Dr,
03-01-2026,Godha Enterprises (Hingoniya),Receipt,1111,,9800
,Cash,,,9800.00 Dr,
03-01-2026,Shyam Ji Yadav,Receipt,1112,,9500
,Cash,,,9500.00 Dr,
03-01-2026,Shri Govind Yadav Hirapura,Receipt,1113,,2385
,HDFC Bank,,,2385.00 Dr,
03-01-2026,Discount Given,Journal,24,1670,
,Satyenarayan Kunj Bihari  Ude,,,,1670.00 Cr
03-01-2026,Satyenarayan Kunj Bihari  Ude,Sales,3130/25-26,49000,
,Sales Account,,,,49000.00 Cr
03-01-2026,Maa Karni Baat Bhander Sodala,Sales,3131/25-26,15500,
,Sales Account,,,,15500.00 Cr
03-01-2026,Madan Mohan Trading Watika,Sales,3132/25-26,74057,
,Sales Account,,,,74057.00 Cr
03-01-2026,Shri Shyam Baat Bhandar (Bad Ke Bala Ji ),Sales,3133/25-26,14070,
,Sales Account,,,,14070.00 Cr
03-01-2026,Ramesver Lal Hanuman Shay Ajmer,Sales,3134/25-26,63090,
,Sales Account,,,,63090.00 Cr
03-01-2026,Balaji Trading  Company  - Lalshot,Sales,3135/25-26,64125,
,Sales Account,,,,64125.00 Cr
03-01-2026,Harsit Kotari,Sales,3136/25-26,338255,
,Sales Account,,,,338255.00 Cr
03-01-2026,Amit Pulses  Tonk Road Jaipur,Purchase,253,,34273
,Purchase Account,,,34273.00 Dr,
03-01-2026,Goyal Solvents Punjab,Purchase,254,,491074
,Purchase Account,,,491074.00 Dr,
04-01-2026,Shyam Baat Bhandar - Kanwarpura,Sales,3137/25-26,56130,
,Sales Account,,,,56130.00 Cr
05-01-2026,Subhash Industries Jaipur,Payment,1037,32022,
,HDFC Bank,,,,32022.00 Cr
05-01-2026,Wages Expenses A/C,Payment,1038,7650,
,Cash,,,,7650.00 Cr
05-01-2026,Office Expenses,Payment,1039,3250,
,Cash,,,,3250.00 Cr
05-01-2026,Balaji Trading  Company  - Lalshot,Receipt,1114,,64125
,HDFC Bank,,,64125.00 Dr,
05-01-2026,Shri Shyam Baat Bhandar (Bad Ke Bala Ji ),Receipt,1115,,14070
,HDFC Bank,,,14070.00 Dr,
05-01-2026,Vishnu Dairy Lalchandpura,Receipt,1116,,9500
,Cash,,,9500.00 Dr,
05-01-2026,Godha Enterprises (Hingoniya),Receipt,1117,,9800
,Cash,,,9800.00 Dr,
05-01-2026,M M Trading Company - Khejroli,Receipt,1118,,9500
,Cash,,,9500.00 Dr,
05-01-2026,Shyam Ji Yadav,Receipt,1119,,8935
,Cash,,,8935.00 Dr,
05-01-2026,Manish Trandig Company,Receipt,1120,,9000
,Cash,,,9000.00 Dr,
05-01-2026,Maa Karni Baat Bhander Sodala,Receipt,1121,,9000
,Cash,,,9000.00 Dr,
05-01-2026,Shri Shyam Baat Bhandar (Bad Ke Bala Ji ),Sales,3138/25-26,13458,
,Sales Account,,,,13458.00 Cr
05-01-2026,Jhutha Ramji Khejroli,Sales,3139/25-26,68250,
,Sales Account,,,,68250.00 Cr
05-01-2026,Uttam Agencies Sambriya,Sales,3140/25-26,61860,
,Sales Account,,,,61860.00 Cr
05-01-2026,"Kailash Chand Deen Dayal - Kasera, Shreemodhopur",Sales,3141/25-26,53860,
,Sales Account,,,,53860.00 Cr
05-01-2026,Shri Govind Scales,Sales,3143/25-26,,
05-01-2026,DILIP UDYOUG,Purchase,255,,40986
,Purchase Account,,,40986.00 Dr,
05-01-2026,Deep Solvents Pvt Ltd Punjab,Purchase,256,,457812
,Purchase Account,,,436012.00 Dr,
,IGST-Tax,,,21800.00 Dr,
06-01-2026,DILIP UDYOUG,Payment,1040,40986,
,HDFC Bank,,,,40986.00 Cr
06-01-2026,BANK  EXPENSES- PNB BANK,Payment,1041,19.17,
,Punjab National Bank - New,,,,19.17 Cr
06-01-2026,Khandelwal Steel Jaipur - Jaipur,Payment,1042,15465,
,Punjab National Bank - New,,,,15465.00 Cr
06-01-2026,Amit Pulses  Tonk Road Jaipur,Payment,1043,34273,
,HDFC Bank,,,,34273.00 Cr
06-01-2026,Wages Expenses A/C,Payment,1044,7550,
,Cash,,,,7550.00 Cr
06-01-2026,Machinery Reparing,Payment,1045,2650,
,Cash,,,,2650.00 Cr
06-01-2026,Ishwar and Company Surajpool,Receipt,1122,,78750
,HDFC Bank,,,78750.00 Dr,
06-01-2026,Arihant  Kumar Rahul Kumar  Medta Seety - S,Receipt,1123,,123406
,HDFC Bank,,,123406.00 Dr,
06-01-2026,Madan Mohan Trading Watika,Receipt,1124,,52207
,HDFC Bank,,,52207.00 Dr,
06-01-2026,Shri Govind Yadav Hirapura,Receipt,1125,,40000
,HDFC Bank,,,40000.00 Dr,
06-01-2026,Vishnu Dairy Lalchandpura,Receipt,1126,,9500
,Cash,,,9500.00 Dr,
06-01-2026,Godha Enterprises (Hingoniya),Receipt,1127,,9800
,Cash,,,9800.00 Dr,
06-01-2026,M M Trading Company - Khejroli,Receipt,1128,,9500
,Cash,,,9500.00 Dr,
06-01-2026,Manish Trandig Company,Receipt,1129,,9000
,Cash,,,9000.00 Dr,
06-01-2026,Maa Karni Baat Bhander Sodala,Receipt,1130,,9000
,Cash,,,9000.00 Dr,
06-01-2026,Shri Govind Yadav Hirapura,Sales,3143/2025-2026,21000,
,Sales Account,,,,21000.00 Cr
06-01-2026,Krishna Baat Bhandhar- Sirsi Mode,Sales,3142/25-26,17000,
,Sales Account,,,,17000.00 Cr
06-01-2026,Patel Enterprises  Rojda,Sales,3144/2025-2026,61900,
,Sales Account,,,,61900.00 Cr
06-01-2026,Pashupati Trading Company,Sales,3145/25-26,64470,
,Sales Account,,,,64470.00 Cr
06-01-2026,Vishnu Dairy Lalchandpura,Sales,3146/25-26,72000,
,Sales Account,,,,72000.00 Cr
06-01-2026,Choudhary Pashu Aahar  Parbatsar,Sales,3147/25-26,78630,
,Sales Account,,,,78630.00 Cr
06-01-2026,Jain & Brothers - Muhana Mandi,Sales,3148/25-26,74497,
,Sales Account,,,,74497.00 Cr
07-01-2026,Advertisment Expenditure,Payment,1046,20000,
,HDFC Bank,,,,20000.00 Cr
07-01-2026,Deep Solvents Pvt Ltd Punjab,Payment,1047,5092,
,HDFC Bank,,,,5092.00 Cr
07-01-2026,Mohit Trading Company - Baran,Payment,1048,538343,
,HDFC Bank,,,,538343.00 Cr
07-01-2026,Deep Solvents Pvt Ltd Punjab,Payment,1049,457805,
,HDFC Bank,,,,457805.00 Cr
07-01-2026,Jaipur Packers - Rajasthan,Payment,1050,35161,
,Jaipur Packers - Rajasthan,,,208396.00 Dr,
,Punjab National Bank - New,,,,243557.00 Cr
07-01-2026,Electricity and Water Expenses,Payment,1051,4500,
,Punjab National Bank - New,,,,4500.00 Cr
07-01-2026,Wages Expenses A/C,Payment,1052,7600,
,Cash,,,,7600.00 Cr
07-01-2026,Tour & Travel,Payment,1053,2980,
,Cash,,,,2980.00 Cr
07-01-2026,Shri Hari Shanker Khandelwal,Payment,1054,9000,
,Cash,,,,9000.00 Cr
07-01-2026,Nilesh Kumar Khandelwal,Payment,1055,9500,
,Vijay Kumar Khandelwal,,,9500.00 Dr,
,Priyanka Devi Khandelwal,,,9500.00 Dr,
,Vishnu Gupta,,,9500.00 Dr,
,Nitesh,,,9500.00 Dr,
,Pradeep Kumar Gupta,,,9500.00 Dr,
,Raju Lal Ji,,,9500.00 Dr,
,Raju Mistri,,,9500.00 Dr,
,Cash,,,,76000.00 Cr
07-01-2026,SHRI BALAJI ENTERPRISES-TIGARIYA,Receipt,1131,,70000
,HDFC Bank,,,70000.00 Dr,
07-01-2026,Vishnu Dairy Lalchandpura,Receipt,1132,,9500
,Cash,,,9500.00 Dr,
07-01-2026,Godha Enterprises (Hingoniya),Receipt,1133,,9800
,Cash,,,9800.00 Dr,
07-01-2026,Shiv Trading Comnay Vatika,Receipt,1134,,73170
,HDFC Bank,,,73170.00 Dr,
07-01-2026,Shri Chand Pasu Aahar Malpura,Receipt,1135,,108045
,HDFC Bank,,,108045.00 Dr,
07-01-2026,M M Trading Company - Khejroli,Receipt,1136,,6250
,Cash,,,6250.00 Dr,
07-01-2026,Manish Trandig Company,Receipt,1137,,8000
,Cash,,,8000.00 Dr,
07-01-2026,Maa Karni Baat Bhander Sodala,Receipt,1138,,5395
,Cash,,,5395.00 Dr,
07-01-2026,Godha Enterprises (Hingoniya),Receipt,1139,,5700
,HDFC Bank,,,5700.00 Dr,
07-01-2026,"Kailash Chand Deen Dayal - Kasera, Shreemodhopur",Receipt,1140,,53860
,Punjab National Bank - New,,,53860.00 Dr,
07-01-2026,Lavik Traders,Sales,3149/25-26,57990,
,Sales Account,,,,57990.00 Cr
07-01-2026,Dugya Cattle Feed - Muhana,Sales,3150/25-26,61850,
,Sales Account,,,,61850.00 Cr
07-01-2026,Deepak Trading Compay   Hingoniya,Sales,3151/25-26,83112,
,Sales Account,,,,83112.00 Cr
08-01-2026,Goyal Solvents Punjab,Payment,1056,491074,
,HDFC Bank,,,,491074.00 Cr
08-01-2026,Wages Expenses A/C,Payment,1057,7650,
,Cash,,,,7650.00 Cr
08-01-2026,Printing & Stationary,Payment,1058,1980,
,Cash,,,,1980.00 Cr
08-01-2026,Nilesh Kumar Khandelwal,Payment,1059,9500,
,Vijay Kumar Khandelwal,,,9500.00 Dr,
,Priyanka Devi Khandelwal,,,9500.00 Dr,
,Pradeep Kumar Gupta,,,8000.00 Dr,
,Raju Lal Gupta,,,4500.00 Dr,
,Vishnu Gupta,,,9500.00 Dr,
,Nitesh,,,9500.00 Dr,
,Raju Mistri,,,4000.00 Dr,
,Cash,,,,64000.00 Cr
08-01-2026,Vishnu Dairy Lalchandpura,Receipt,1141,,9500
,Cash,,,9500.00 Dr,
08-01-2026,Godha Enterprises (Hingoniya),Receipt,1142,,9800
,Cash,,,9800.00 Dr,
08-01-2026,Shri Shyam Baat Bhandar (Bad Ke Bala Ji ),Receipt,1143,,13458
,HDFC Bank,,,13458.00 Dr,
08-01-2026,Moti Ratan Trading Company Bhilwara,Receipt,1144,,50000
,HDFC Bank,,,50000.00 Dr,
08-01-2026,Kedar Kirana Stor Benadamod,Receipt,1145,,21800
,HDFC Bank,,,21800.00 Dr,
08-01-2026,Goyal Treders Fhagi,Receipt,1146,,69892
,HDFC Bank,,,69892.00 Dr,
08-01-2026,S K Dairy - Mukunpura,Receipt,1147,,10000
,HDFC Bank,,,10000.00 Dr,
08-01-2026,Maa Karni Baat Bhander Sodala,Sales,3152/25-26,23395,
,Sales Account,,,,23395.00 Cr
08-01-2026,Shri Shyam Baat Bhandar (Bad Ke Bala Ji ),Sales,3153/25-26,13948,
,Sales Account,,,,13948.00 Cr
08-01-2026,Ishwar and Company Surajpool,Sales,3154/25-26,94500,
,Sales Account,,,,94500.00 Cr
08-01-2026,Sagar Feed Bilwada,Sales,3155/25-26,100038,
,Sales Account,,,,100038.00 Cr
08-01-2026,Shri Chand Pasu Aahar Malpura,Sales,3156/25-26,143048,
,Sales Account,,,,143048.00 Cr
09-01-2026,BUSINESS PROMOTION EXPENSES,Payment,1060,3653,
,HDFC Bank,,,,3653.00 Cr
09-01-2026,Electricity and Water Expenses,Payment,1061,82286,
,HDFC Bank,,,,82286.00 Cr
09-01-2026,Wages Expenses A/C,Payment,1062,7650,
,Cash,,,,7650.00 Cr
09-01-2026,Office Expenses,Payment,1063,600,
,Cash,,,,600.00 Cr
09-01-2026,Machinery Reparing,Payment,1064,3511,
,Cash,,,,3511.00 Cr
09-01-2026,Vishnu Dairy Lalchandpura,Receipt,1148,,5500
,Cash,,,5500.00 Dr,
09-01-2026,Godha Enterprises (Hingoniya),Receipt,1149,,9800
,Cash,,,9800.00 Dr,
09-01-2026,Murlidhar Ji Yadav- Khejroli,Receipt,1150,,35000
,HDFC Bank,,,35000.00 Dr,
09-01-2026,Maruti Trading Company Kalwar,Receipt,1151,,58450
,HDFC Bank,,,58450.00 Dr,
09-01-2026,Rakesh Kirana Store - Khejroli,Receipt,1152,,2445
,HDFC Bank,,,2445.00 Dr,
09-01-2026,Jain & Brothers - Muhana Mandi,Receipt,1153,,62717
,HDFC Bank,,,62717.00 Dr,
09-01-2026,JAGMOHAN  SATISH KUMAR  MAHUWA,Receipt,1154,,87696
,HDFC Bank,,,87696.00 Dr,
09-01-2026,Mamraj and Company Khejroli,Receipt,1155,,9500
,Cash,,,9500.00 Dr,
09-01-2026,JAGMOHAN  SATISH KUMAR  MAHUWA,Sales,3157/25-26,86760,
,Sales Account,,,,86760.00 Cr
09-01-2026,Manish Trandig Company,Sales,3158/25-26,61570,
,Sales Account,,,,61570.00 Cr
09-01-2026,Shri Shyam Treding Company Khejroli,Sales,3159/25-26,79625,
,Sales Account,,,,79625.00 Cr
09-01-2026,Nandkishor Omperkash Kukerkheda,Sales,3160/25-26,59078,
,Sales Account,,,,59078.00 Cr
09-01-2026,Jai Jagdamba Treding Company Nangal Bhirda,Sales,3161/25-26,54270,
,Sales Account,,,,54270.00 Cr
09-01-2026,SHRI BALAJI ENTERPRISES-TIGARIYA,Sales,3162/25-26,66223,
,Sales Account,,,,66223.00 Cr
09-01-2026,SHRI RAM INDUSTRIES  (PHULERA),Purchase,257,,138354
,Purchase Account,,,138354.00 Dr,
10-01-2026,Ajay Kumar,Payment,1065,15000,
,HDFC Bank,,,,15000.00 Cr
10-01-2026,Wages Expenses A/C,Payment,1066,7600,
,Cash,,,,7600.00 Cr
10-01-2026,Tour & Travel,Payment,1067,2300,
,Cash,,,,2300.00 Cr
10-01-2026,Godha Enterprises (Hingoniya),Receipt,1156,,9800
,Cash,,,9800.00 Dr,
10-01-2026,KAMAL TRADING CO Dudu,Receipt,1157,,60000
,HDFC Bank,,,60000.00 Dr,
10-01-2026,Shri Shyam Baat Bhandar (Bad Ke Bala Ji ),Receipt,1158,,13948
,HDFC Bank,,,13948.00 Dr,
10-01-2026,Ganesh Pashuahar Chaksu,Receipt,1159,,100000
,HDFC Bank,,,100000.00 Dr,
10-01-2026,Pashupati Trading Company,Receipt,1160,,59041
,Punjab National Bank - New,,,59041.00 Dr,
10-01-2026,Mamraj and Company Khejroli,Receipt,1161,,9500
,Cash,,,9500.00 Dr,
10-01-2026,Shri Shyam Baat Bhandar (Bad Ke Bala Ji ),Sales,3163/25-26,13213,
,Sales Account,,,,13213.00 Cr
10-01-2026,Pashupati Trading Company,Sales,3164/25-26,61785,
,Sales Account,,,,61785.00 Cr
10-01-2026,G.K.N - Industries,Sales,3165/25-26,44330,
,Sales Account,,,,44330.00 Cr
10-01-2026,Shri Balaji Agro Industries - Muhana,Sales,3166/25-26,35727,
,Sales Account,,,,35727.00 Cr
10-01-2026,Rajendra Kumar Pawan Kumar Fhagi,Sales,3167/25-26,54860,
,Sales Account,,,,54860.00 Cr
10-01-2026,Sitaram Narender Kumar Jaipur,Purchase,258,,38601
,Purchase Account,,,36756.00 Dr,
,CGST-Tax,,,922.50 Dr,
,SGST-Tax,,,922.50 Dr,
10-01-2026,Om Prakash Rajesh Kumar - Jaipur,Purchase,259,,106057
,Purchase Account,,,106057.00 Dr,
11-01-2026,Godha Enterprises (Hingoniya),Receipt,1162,,8700
,Cash,,,8700.00 Dr,
11-01-2026,Shri Shyam Enterprises - Kalu Ka Baas,Receipt,1163,,33000
,HDFC Bank,,,33000.00 Dr,
11-01-2026,G.K.N - Industries,Sales,3168/25-26,35975,
,Sales Account,,,,35975.00 Cr
12-01-2026,S M Sales Corporation  Jaipur,Payment,1068,27042,
,Punjab National Bank - New,,,,27042.00 Cr
12-01-2026,Wages Expenses A/C,Payment,1069,7550,
,Cash,,,,7550.00 Cr
12-01-2026,Tour & Travel,Payment,1070,3000,
,Cash,,,,3000.00 Cr
12-01-2026,G.K.N - Industries,Receipt,1164,,47992
,HDFC Bank,,,47992.00 Dr,
12-01-2026,Rajendra Kumar Pawan Kumar Fhagi,Receipt,1165,,54860
